client_id,age,region,income,transaction_amount,channel,department,signup_date,is_active,score,legacy_flag,comment,client_type
101835,52.7,KZN,,8061.49,web,legal,2024-09-30,false,0.3622,0,повторное обращение,sme
101836,59.4,MSK,154249.2,8321.19,web,growth,2025-11-22,false,0.6581,0,перевод в другой отдел,corporate
101837,43.2,SPB,,14419.08,web,ml,2026-04-06,true,0.8275,0,,corporate
101838,52.0,NSK,46822.0,6021.63,mobile,ml,2026-04-09,false,0.5662,0,заявка принята,retail
101839,43.9,MSK,83616.78,9244.39,web,ops,2025-11-23,false,0.5876,0,документы на проверке,retail
101840,30.5,SPB,59110.43,7632.44,offline,sales,2024-10-05,false,0.603,0,перевод в другой отдел,sme
10,73.4,UNKNOWN,96093.35,55028.44,offline,support,2026-06-16,false,0.7146,0,повторное обращение,sme
101842,38.1,SPB,23059.28,2235.84,mobile,risk,2025-04-04,false,0.7298,0,заявка принята,corporate
101843,45.5,UNKNOWN,275229.38,5803.86,web,sales,2024-12-06,true,0.4074,0,повторное обращение,sme
101844,68.7,MSK,96592.97,7974.71,mobile,legal,2024-11-01,false,0.4809,0,документы на проверке,corporate
101845,43.0,KZN,80296.21,4750.13,partner,ops,2025-10-24,true,0.3068,0,документы на проверке,retail
101846,53.2,UNKNOWN,44407.41,8734.83,web,legal,2026-05-13,false,0.7167,0,документы на проверке,sme
101847,31.3,SPB,58458.46,7102.04,mobile,ml,2025-01-12,true,0.6863,0,,corporate
1077,14.4,SPB,55817.79,11543.32,mobile,growth,2025-04-19,false,0.5619,0,повторное обращение,corporate
101849,31.8,EKB,91948.68,10784.82,mobile,ops,2024-08-15,false,0.5089,0,заявка принята,sme
101850,45.2,OTHER_17,35828.89,7343.34,web,sales,2024-11-08,false,0.6403,0,заявка принята,corporate
101851,59.9,SPB,102770.68,3281.02,mobile,growth,2025-10-21,true,0.5983,0,повторное обращение,retail
101852,18.9,NSK,51454.45,4649.63,offline,ml,2026-05-08,true,0.6687,0,заявка принята,retail
101853,58.9,OTHER_17,28584.16,34026.66,mobile,growth,2025-04-23,false,0.212,0,перевод в другой отдел,sme
101854,39.1,NSK,,2676.28,web,ops,2025-04-28,true,0.1048,0,повторное обращение,corporate
2304,6.6,OTHER_17,53073.24,22333.53,web,ml,2025-09-24,false,1.0051,0,повторное обращение,corporate
101856,28.4,UNKNOWN,115262.0,4695.14,web,support,2024-09-17,false,0.3353,0,,retail
101857,26.7,SPB,46583.23,19172.88,web,sales,2026-04-14,true,0.3563,0,перевод в другой отдел,retail
101858,41.0,MSK,87032.01,13684.93,partner,growth,2025-04-05,true,0.734,0,заявка принята,corporate
101859,49.5,UNKNOWN,85974.94,8779.95,web,risk,2025-08-10,true,0.935,0,клиент не отвечает,sme
101860,51.8,KZN,86807.85,5177.35,partner,sales,2026-06-10,true,0.6819,0,документы на проверке,retail
101861,31.2,EKB,55458.98,10958.98,web,sales,2025-03-07,true,0.3844,0,документы на проверке,corporate
1005,64.9,MSK,48831.47,4482.01,offline,ops,2025-02-10,true,0.7341,0,повторное обращение,corporate
101863,46.4,NSK,85534.36,9263.02,web,legal,2026-06-01,false,0.6815,0,заявка принята,retail
101864,43.9,MSK,50856.94,9110.83,mobile,support,2025-03-06,true,0.6975,0,перевод в другой отдел,corporate
101865,31.8,NSK,104355.43,7749.05,web,support,2026-04-01,true,0.4012,0,клиент не отвечает,corporate
101866,56.4,NSK,33056.79,16791.99,mobile,risk,2025-03-25,true,0.5798,0,заявка принята,sme
101867,53.2,SPB,55219.89,22309.27,mobile,support,2024-12-03,false,0.4774,0,повторное обращение,sme
101868,25.9,EKB,,9360.78,partner,sales,2024-09-28,false,0.6649,0,повторное обращение,retail
398,55.1,NSK,,3485.0,web,sales,2025-12-01,false,0.3512,0,повторное обращение,corporate
101870,44.9,UNKNOWN,,4139.62,web,sales,2026-01-06,false,0.5754,0,перевод в другой отдел,sme
101871,42.9,NSK,53453.24,8558.67,offline,growth,2026-06-19,false,0.7089,0,клиент не отвечает,sme
101872,41.3,KZN,47662.13,5113.51,web,ops,2024-11-26,true,0.7305,0,,retail
101873,43.9,EKB,,11564.86,web,legal,2025-11-22,true,1.0026,0,повторное обращение,sme
101874,71.7,EKB,54885.66,2873.8,web,ops,2026-06-12,true,0.3371,0,перевод в другой отдел,sme
101875,44.8,MSK,76363.43,1348.22,mobile,sales,2026-05-05,false,0.5565,0,,sme
1648,66.9,NSK,26104.6,4686.73,partner,ml,2025-02-18,true,0.5077,0,клиент не отвечает,retail
101877,55.8,EKB,24318.06,3827.99,mobile,support,2025-04-10,true,0.8967,0,документы на проверке,sme
101878,30.8,UNKNOWN,41890.16,3186.14,partner,ops,2025-10-02,false,0.5755,0,клиент не отвечает,corporate
101879,48.8,MSK,50043.37,1271.97,offline,ml,2026-05-13,true,0.599,0,,sme
101880,31.4,MSK,,5360.57,partner,support,2024-12-09,true,0.5108,0,клиент не отвечает,sme
101881,23.9,UNKNOWN,64625.36,2514.77,web,support,2025-02-27,true,0.1994,0,перевод в другой отдел,sme
101882,55.8,EKB,72877.91,14901.83,mobile,risk,2024-12-26,true,0.6232,0,повторное обращение,corporate
1385,29.8,MSK,28807.11,12003.61,mobile,sales,2026-01-03,true,0.8901,0,документы на проверке,sme
101884,35.7,EKB,37140.82,4337.89,web,support,2024-09-13,false,0.5094,0,клиент не отвечает,corporate
101885,51.2,SPB,47279.75,19285.49,offline,support,2025-10-31,true,0.6259,0,клиент не отвечает,retail
101886,39.2,MSK,52922.95,4697.37,mobile,growth,2026-05-01,false,0.5779,0,клиент не отвечает,sme
101887,60.8,NSK,43454.41,5073.08,offline,sales,2025-05-20,false,0.2714,0,заявка принята,sme
101888,55.8,KZN,32871.74,494.6,offline,legal,2025-05-12,false,0.6029,0,документы на проверке,corporate
101889,35.1,SPB,24514.92,24681.68,offline,risk,2025-06-27,true,0.9659,0,клиент не отвечает,corporate
1488,47.1,NSK,46632.39,4930.69,partner,ml,2025-06-29,true,0.5307,0,заявка принята,retail
101891,30.4,KZN,91447.58,15721.35,partner,legal,2025-06-02,true,0.6054,0,клиент не отвечает,retail
101892,57.0,KZN,28112.12,12823.69,web,sales,2025-02-05,true,0.3169,0,повторное обращение,corporate
101893,44.5,SPB,18622.88,1340.78,offline,risk,2025-05-19,true,0.5799,0,заявка принята,sme
101894,23.7,NSK,64388.61,6722.77,web,support,2024-11-02,true,0.2502,0,документы на проверке,sme
101895,29.4,OTHER_17,,3633.98,web,ops,2025-08-28,true,0.5727,0,повторное обращение,retail
101896,53.4,SPB,40093.62,10446.6,web,sales,2024-12-05,true,0.5437,0,перевод в другой отдел,corporate
3105,37.1,KZN,28771.98,32272.04,web,support,2024-08-09,false,0.7938,0,заявка принята,retail
101898,56.8,KZN,62433.48,7669.37,mobile,sales,2026-05-05,false,0.4711,0,,retail
101899,49.1,UNKNOWN,31203.64,11725.67,partner,sales,2025-06-26,true,0.3052,0,заявка принята,corporate
101900,44.1,SPB,89341.97,11930.98,mobile,sales,2026-05-24,true,0.8344,0,повторное обращение,sme
101901,60.1,SPB,30231.68,19406.59,web,sales,2024-12-25,false,0.3375,0,клиент не отвечает,sme
101902,47.2,KZN,33684.79,2836.94,partner,ops,2025-07-28,false,0.2129,0,клиент не отвечает,retail
101903,44.2,SPB,25618.08,4437.7,web,legal,2025-03-01,true,0.4999,0,перевод в другой отдел,sme
727,31.0,EKB,28304.0,8729.57,mobile,support,2024-11-02,false,0.6998,0,заявка принята,corporate
101905,49.4,SPB,79529.52,5262.62,mobile,ops,2025-09-08,false,0.7543,0,повторное обращение,retail
101906,6.8,MSK,23781.14,4494.42,partner,legal,2026-03-02,false,0.4809,0,документы на проверке,sme
101907,22.5,NSK,45433.18,2609.09,mobile,growth,2024-10-24,true,0.6004,0,,retail
101908,44.2,OTHER_17,,1540.05,web,sales,2025-11-08,false,0.7523,0,клиент не отвечает,retail
101909,50.6,UNKNOWN,73616.69,11211.89,partner,legal,2026-03-12,true,0.6621,0,заявка принята,corporate
101910,28.9,MSK,42037.96,13166.59,mobile,support,2025-06-10,false,0.4881,0,,corporate
1638,44.0,UNKNOWN,115226.52,5641.14,web,ops,2025-04-09,false,0.3623,0,документы на проверке,corporate
101912,52.5,EKB,66982.75,4938.59,web,ops,2024-11-04,true,0.5031,0,,retail
101913,38.2,NSK,93900.65,16879.8,mobile,ops,2025-03-07,true,0.6067,0,заявка принята,corporate
101914,36.5,KZN,37227.55,5369.08,mobile,ops,2024-08-08,false,0.3679,0,повторное обращение,sme
101915,54.0,NSK,74485.89,4216.98,partner,ops,2024-10-09,true,0.796,0,перевод в другой отдел,sme
101916,38.4,KZN,35953.64,11598.21,offline,ops,2025-12-20,false,0.8702,0,перевод в другой отдел,retail
101917,45.8,MSK,85956.69,15061.54,partner,sales,2026-02-02,true,0.466,0,,sme
884,55.0,UNKNOWN,97565.93,8488.56,mobile,support,2024-07-28,false,0.1963,0,клиент не отвечает,retail
101919,12.6,MSK,80736.34,10211.9,web,risk,2025-02-11,true,0.7532,0,заявка принята,sme
101920,67.2,EKB,23750.8,2546.62,mobile,legal,2024-12-06,true,0.5261,0,заявка принята,retail
101921,33.9,UNKNOWN,71962.77,8701.83,offline,support,2024-08-02,true,0.4973,0,клиент не отвечает,sme
101922,12.6,NSK,171847.01,2979.43,web,ml,2025-11-10,true,0.4122,0,,sme
101923,42.5,MSK,80212.65,4561.99,partner,risk,2026-04-08,false,0.6377,0,клиент не отвечает,retail
101924,68.2,UNKNOWN,53473.61,11280.77,mobile,support,2025-03-21,true,0.6758,0,клиент не отвечает,sme
2841,50.3,SPB,57496.83,26618.14,web,sales,2024-09-03,false,0.3659,0,документы на проверке,sme
101926,54.5,KZN,60554.05,14586.24,web,ml,2025-06-25,true,0.6318,0,,sme
101927,47.7,MSK,28667.63,15139.59,mobile,support,2024-12-08,false,0.4169,0,документы на проверке,corporate
101928,25.2,KZN,75016.13,33188.95,mobile,sales,2025-08-10,false,0.4478,0,повторное обращение,retail
101929,41.4,UNKNOWN,50471.89,6617.45,mobile,sales,2024-08-03,false,0.6009,0,документы на проверке,retail
101930,54.0,NSK,116741.33,52159.05,web,risk,2025-09-09,true,0.6815,0,документы на проверке,corporate
101931,50.7,SPB,64304.7,7866.45,mobile,ops,2025-02-19,true,0.574,0,заявка принята,corporate
1788,59.4,MSK,47101.38,4103.56,partner,legal,2026-06-19,true,0.2087,0,перевод в другой отдел,sme
101933,42.7,SPB,54273.36,13787.82,mobile,sales,2025-01-21,true,0.7842,0,документы на проверке,sme
101934,32.0,EKB,157497.68,13038.64,web,growth,2026-01-06,false,0.3611,0,документы на проверке,sme
101935,38.0,MSK,57372.85,23465.3,mobile,legal,2025-01-03,true,0.8268,0,документы на проверке,retail
101936,26.6,MSK,43008.91,9329.12,web,legal,2026-06-15,false,0.4999,0,заявка принята,retail
101937,33.5,KZN,103427.63,1193.78,offline,sales,2024-09-17,true,0.5482,0,клиент не отвечает,retail
101938,44.2,MSK,96069.4,5074.66,mobile,legal,2025-02-08,false,0.2973,0,повторное обращение,sme
2249,14.5,NSK,48950.81,9769.0,web,legal,2025-07-27,true,0.937,0,документы на проверке,corporate
101940,19.8,OTHER_17,42331.58,2420.36,partner,support,2025-08-05,false,0.1038,0,документы на проверке,retail
101941,45.7,OTHER_17,71508.99,4928.5,web,ml,2025-09-16,true,0.5828,0,документы на проверке,sme
101942,43.3,UNKNOWN,60633.29,18640.55,partner,risk,2024-11-09,true,0.4383,0,заявка принята,corporate
101943,36.2,MSK,41902.06,18899.32,mobile,growth,2025-12-14,true,0.3093,0,документы на проверке,retail
101944,39.9,OTHER_17,94503.72,3661.71,offline,ml,2025-06-02,true,0.7831,0,клиент не отвечает,retail
101945,41.4,KZN,,15041.85,mobile,growth,2025-01-26,true,0.7441,0,клиент не отвечает,retail
2800,51.8,NSK,185292.64,15219.27,mobile,risk,2024-11-12,false,0.6949,0,перевод в другой отдел,retail
101947,64.3,KZN,36407.59,27740.24,mobile,risk,2025-10-07,false,0.5574,0,клиент не отвечает,retail
101948,3.9,OTHER_17,57377.74,18188.39,mobile,growth,2024-11-20,true,0.3271,0,повторное обращение,retail
101949,32.0,SPB,48825.13,10862.58,partner,legal,2026-04-29,true,0.8193,0,клиент не отвечает,sme
101950,36.4,EKB,66801.33,14283.34,web,risk,2024-10-08,false,0.4489,0,клиент не отвечает,corporate
101951,47.2,EKB,,9508.67,offline,growth,2025-02-25,false,0.3954,0,клиент не отвечает,sme
101952,34.8,NSK,42443.81,7038.56,mobile,ml,2025-07-24,false,0.6281,0,документы на проверке,sme
528,45.5,UNKNOWN,,5422.89,mobile,support,2024-09-24,true,0.5934,0,,retail
101954,53.2,EKB,18368.92,1287.55,web,sales,2024-11-27,true,0.4865,0,повторное обращение,retail
101955,33.9,MSK,104220.95,2816.21,web,risk,2025-07-15,true,0.4695,0,,corporate
101956,45.0,SPB,69332.88,15455.37,web,ops,2025-05-03,false,0.5136,0,клиент не отвечает,corporate
101957,65.1,NSK,28988.37,21393.07,partner,risk,2025-10-22,true,0.5798,0,заявка принята,retail
101958,21.0,MSK,103113.54,8472.07,web,sales,2025-06-04,false,0.6028,0,перевод в другой отдел,retail
101959,54.7,MSK,63079.04,5569.54,offline,support,2026-04-12,true,0.6321,0,заявка принята,retail
95,33.8,NSK,46017.47,2637.63,mobile,ops,2024-10-31,true,0.3552,0,документы на проверке,corporate
101961,48.2,EKB,150531.77,5788.8,web,growth,2025-11-19,false,0.6076,0,повторное обращение,retail
101962,35.1,EKB,96195.82,4223.34,mobile,support,2025-03-06,true,0.7771,0,документы на проверке,sme
101963,47.7,OTHER_17,57737.48,6649.12,web,growth,2025-03-11,false,0.7035,0,повторное обращение,retail
101964,50.7,SPB,40665.15,2624.27,web,ops,2026-06-12,true,0.2811,0,повторное обращение,retail
101965,48.5,SPB,,24961.44,web,growth,2026-06-03,true,0.6044,0,перевод в другой отдел,retail
101966,53.3,KZN,47378.49,2418.29,offline,ops,2025-06-06,false,0.394,0,,corporate
1514,27.1,OTHER_17,,10513.78,offline,ops,2025-04-16,true,0.5076,0,,corporate
101968,50.3,SPB,130688.84,7423.32,mobile,ml,2025-04-29,false,0.6949,0,документы на проверке,corporate
101969,42.0,UNKNOWN,132362.85,18519.56,partner,ml,2025-08-24,true,0.4248,0,повторное обращение,retail
101970,32.8,SPB,118948.09,9106.75,web,risk,2025-12-05,false,0.4874,0,,sme
101971,36.3,OTHER_17,110480.87,4259.87,offline,legal,2025-11-21,true,0.4834,0,клиент не отвечает,retail
101972,35.1,EKB,107266.74,11298.28,mobile,risk,2026-05-24,false,0.2856,0,заявка принята,retail
101973,63.1,SPB,39215.95,7046.8,mobile,ml,2025-11-11,true,0.7283,0,клиент не отвечает,retail
2142,52.3,SPB,92588.46,1141.18,web,ops,2026-05-06,true,0.5293,0,заявка принята,sme
101975,38.4,MSK,67976.79,17009.18,mobile,legal,2026-01-31,true,0.5656,0,повторное обращение,corporate
101976,44.3,MSK,59776.67,8308.63,partner,growth,2024-12-03,false,0.4839,0,заявка принята,corporate
101977,23.9,MSK,27130.52,9392.56,web,sales,2025-09-13,true,0.51,0,заявка принята,sme
101978,54.8,EKB,57294.74,11854.74,mobile,ops,2025-04-10,true,0.6515,0,повторное обращение,corporate
101979,40.3,MSK,120721.57,33809.29,mobile,ml,2025-08-01,false,0.6647,0,заявка принята,corporate
101980,21.6,UNKNOWN,40414.65,6961.43,partner,ops,2024-08-10,false,0.4495,0,клиент не отвечает,corporate
1026,30.7,OTHER_17,,6694.27,web,sales,2025-09-05,false,0.5028,0,заявка принята,retail
101982,45.0,MSK,,3269.58,mobile,sales,2026-03-08,true,0.9203,0,клиент не отвечает,corporate
101983,42.3,UNKNOWN,34139.66,520.34,mobile,legal,2025-08-05,true,0.8319,0,,corporate
101984,45.1,EKB,37630.79,10950.58,offline,legal,2024-12-22,true,0.6064,0,повторное обращение,retail
101985,42.7,MSK,,15485.48,web,risk,2026-02-19,true,0.6757,0,клиент не отвечает,retail
101986,29.1,EKB,158940.0,13164.22,mobile,legal,2024-11-12,false,0.5467,0,перевод в другой отдел,sme
101987,64.7,SPB,42333.09,5049.03,mobile,sales,2025-04-10,false,0.3683,0,,retail
1756,40.6,SPB,118545.57,1988.54,web,sales,2026-05-04,true,0.6859,0,перевод в другой отдел,corporate
101989,78.9,MSK,55880.55,3326.81,mobile,legal,2026-05-22,true,0.5885,0,клиент не отвечает,sme
101990,32.9,SPB,85514.39,5573.75,mobile,sales,2025-06-28,false,0.4137,0,повторное обращение,retail
101991,21.7,SPB,,8022.73,partner,ml,2025-08-10,false,0.5242,0,перевод в другой отдел,retail
101992,42.7,UNKNOWN,69880.34,11392.45,partner,ml,2026-02-24,true,0.4742,0,документы на проверке,retail
101993,41.1,MSK,70771.22,5546.1,mobile,ml,2024-12-13,true,0.4316,0,перевод в другой отдел,retail
101994,69.7,UNKNOWN,232353.36,6238.23,web,ml,2025-08-03,true,0.3726,0,заявка принята,sme
1481,68.4,SPB,72099.49,18736.42,offline,sales,2026-05-17,true,0.3829,0,клиент не отвечает,sme
101996,54.1,MSK,,9569.21,mobile,legal,2025-10-05,true,0.0916,0,,sme
101997,37.1,MSK,65160.64,17781.58,mobile,legal,2026-01-28,true,0.8298,0,повторное обращение,corporate
101998,59.1,OTHER_17,,8146.93,partner,risk,2026-04-20,false,0.4026,0,повторное обращение,corporate
101999,26.4,MSK,81455.64,18762.34,partner,growth,2026-03-12,true,0.9385,0,заявка принята,retail
102000,34.0,OTHER_17,75749.32,6455.42,mobile,ops,2024-11-21,true,0.9122,0,заявка принята,corporate
102001,26.0,KZN,77372.6,2847.78,offline,ops,2025-04-09,true,0.5348,0,перевод в другой отдел,sme
1335,31.8,OTHER_17,159740.67,29139.56,web,sales,2024-09-28,true,0.4655,0,заявка принята,sme
102003,33.7,SPB,41646.52,6093.9,offline,risk,2025-06-04,false,0.7299,0,повторное обращение,corporate
102004,21.8,KZN,107095.74,10767.72,web,ml,2026-05-26,false,0.5857,0,повторное обращение,retail
102005,57.7,OTHER_17,,868.3,web,ml,2025-02-28,true,0.6264,0,заявка принята,retail
102006,37.6,MSK,54217.95,12131.91,offline,sales,2024-11-21,true,0.6975,0,перевод в другой отдел,sme
102007,48.8,SPB,61085.91,12605.07,mobile,ops,2024-11-24,false,0.3822,0,заявка принята,sme
102008,41.4,UNKNOWN,82397.86,1928.02,web,support,2025-10-01,false,0.6512,0,клиент не отвечает,corporate
857,12.9,MSK,50405.77,10839.19,partner,legal,2026-03-25,true,0.8309,0,повторное обращение,sme
102010,46.8,EKB,,31564.7,web,support,2024-08-22,true,0.5692,0,клиент не отвечает,corporate
102011,40.9,SPB,,7134.64,web,risk,2025-08-22,false,1.047,0,заявка принята,retail
102012,51.1,MSK,67665.33,15781.47,mobile,growth,2024-10-08,true,0.4956,0,,corporate
102013,36.1,MSK,41619.07,14615.35,web,risk,2025-03-23,true,0.6623,0,документы на проверке,sme
102014,45.5,MSK,160769.14,16266.67,web,risk,2024-12-28,false,0.4443,0,заявка принята,retail
102015,57.7,MSK,100260.91,5073.89,web,sales,2026-02-02,true,0.7699,0,повторное обращение,retail
465,56.8,UNKNOWN,40236.51,7983.12,offline,support,2024-09-14,false,0.6419,0,повторное обращение,retail
102017,28.4,OTHER_17,176598.73,30304.28,web,legal,2024-10-31,false,0.6652,0,перевод в другой отдел,retail
102018,18.3,EKB,100923.24,1550.73,web,support,2025-12-29,false,0.6523,0,перевод в другой отдел,retail
102019,32.1,MSK,,15453.21,mobile,ml,2026-03-19,false,0.7178,0,,sme
102020,44.5,KZN,49102.89,21624.82,offline,legal,2024-11-07,false,0.6262,0,,corporate
102021,50.8,UNKNOWN,,13681.12,web,ops,2025-10-31,true,0.6944,0,заявка принята,retail
102022,46.8,SPB,55209.38,2538.01,web,support,2025-02-09,true,0.362,0,повторное обращение,retail
665,41.0,NSK,41936.82,1422.01,web,ops,2024-09-25,true,0.5041,0,документы на проверке,sme
102024,43.7,KZN,59910.9,6073.71,web,sales,2024-09-11,true,0.6175,0,повторное обращение,sme
102025,67.2,SPB,29877.41,5400.52,web,ops,2024-10-14,false,0.098,0,документы на проверке,corporate
102026,48.9,MSK,148317.43,2212.97,web,growth,2025-10-16,false,0.5327,0,перевод в другой отдел,sme
102027,40.1,UNKNOWN,61662.8,7330.18,partner,risk,2025-12-04,true,0.4934,0,клиент не отвечает,corporate
102028,51.6,KZN,39429.86,16103.06,web,growth,2026-03-14,false,0.2728,0,,sme
102029,44.5,NSK,65620.11,6129.41,mobile,sales,2025-01-11,false,0.6501,0,заявка принята,retail
1765,57.0,EKB,,640.35,mobile,ml,2026-02-09,true,0.179,0,перевод в другой отдел,retail
102031,49.4,SPB,119878.13,9426.14,partner,support,2025-04-06,false,0.4373,0,заявка принята,sme
102032,33.9,UNKNOWN,,18643.14,partner,legal,2024-10-28,true,0.99,0,клиент не отвечает,retail
102033,50.7,UNKNOWN,92350.29,7266.77,partner,support,2026-05-30,true,0.8656,0,перевод в другой отдел,sme
102034,9.9,MSK,64743.88,9632.06,mobile,support,2025-03-11,true,0.6861,0,заявка принята,sme
102035,36.4,MSK,104202.51,14834.28,partner,growth,2026-01-07,true,0.7716,0,перевод в другой отдел,corporate
102036,56.7,MSK,,4155.46,web,risk,2024-09-04,false,0.329,0,документы на проверке,corporate
1861,66.1,UNKNOWN,54564.04,31489.11,web,sales,2026-03-03,true,0.3864,0,перевод в другой отдел,sme
102038,50.3,KZN,127612.04,2559.66,web,growth,2025-03-05,true,0.6375,0,повторное обращение,sme
102039,54.3,KZN,42267.18,3415.87,mobile,growth,2024-11-24,true,0.7081,0,,sme
102040,65.1,MSK,117743.29,6462.86,mobile,risk,2026-06-08,true,0.5207,0,,sme
102041,43.7,MSK,68426.43,5139.71,mobile,sales,2025-09-27,true,0.6949,0,перевод в другой отдел,sme
102042,66.4,OTHER_17,48755.89,6145.58,web,legal,2026-04-05,false,0.0447,0,заявка принята,retail
102043,48.5,NSK,125920.24,21223.58,web,sales,2024-10-08,true,0.3178,0,заявка принята,sme
3188,43.5,SPB,55033.32,3372.48,mobile,growth,2025-02-14,false,0.2863,0,документы на проверке,corporate
102045,31.3,EKB,46371.11,9012.76,partner,support,2025-05-11,false,0.749,0,клиент не отвечает,retail
102046,66.5,MSK,43057.94,8866.64,offline,ml,2025-06-10,true,0.691,0,клиент не отвечает,sme
102047,27.9,EKB,111663.73,20915.5,partner,ops,2026-06-04,true,0.555,0,перевод в другой отдел,retail
102048,35.7,MSK,90136.68,5850.05,web,support,2025-03-16,true,0.553,0,клиент не отвечает,sme
102049,51.8,MSK,,4540.92,partner,support,2024-10-29,false,0.3966,0,,retail
102050,42.2,MSK,79185.69,9290.09,mobile,growth,2025-12-03,true,0.815,0,повторное обращение,corporate
1518,37.1,MSK,114620.38,11818.09,partner,ml,2025-11-05,true,0.3892,0,клиент не отвечает,retail
102052,34.1,OTHER_17,79697.56,2453.03,web,sales,2026-03-06,false,0.6188,0,,retail
102053,35.6,OTHER_17,33015.19,2378.41,partner,growth,2025-09-13,false,0.5389,0,повторное обращение,retail
102054,30.7,MSK,,12643.02,web,growth,2024-09-23,true,0.5389,0,заявка принята,corporate
102055,20.1,NSK,75800.32,19275.91,mobile,legal,2026-04-10,false,0.8727,0,клиент не отвечает,corporate
102056,46.7,UNKNOWN,60073.94,957.17,mobile,sales,2025-07-25,true,0.6043,0,перевод в другой отдел,sme
102057,52.1,OTHER_17,46454.95,2959.4,web,growth,2024-09-16,true,0.5805,0,клиент не отвечает,sme
2763,21.3,UNKNOWN,20216.68,1775.22,mobile,risk,2026-05-19,false,0.9281,0,повторное обращение,corporate
102059,25.1,SPB,83935.18,27255.74,web,legal,2025-01-18,true,0.6295,0,перевод в другой отдел,corporate
102060,45.4,EKB,17853.01,7288.46,web,legal,2025-08-28,true,0.7282,0,повторное обращение,retail
102061,41.2,MSK,55259.28,12624.9,mobile,sales,2025-04-16,true,0.388,0,заявка принята,corporate
102062,36.1,MSK,96129.09,4725.69,mobile,risk,2025-12-19,false,0.4371,0,перевод в другой отдел,corporate
102063,32.0,UNKNOWN,,4370.09,offline,risk,2024-09-16,false,0.4795,0,повторное обращение,retail
102064,44.7,SPB,89393.98,8864.49,web,legal,2025-12-26,false,0.7961,0,,corporate
1040,33.5,MSK,,9540.91,web,legal,2024-10-07,false,0.5446,0,заявка принята,sme
102066,46.2,OTHER_17,44595.65,14059.21,mobile,risk,2026-04-15,true,0.4196,0,документы на проверке,sme
102067,44.4,MSK,114224.74,6071.37,mobile,ml,2026-05-23,false,0.4559,0,клиент не отвечает,retail
102068,22.9,UNKNOWN,,9512.21,partner,risk,2026-04-05,false,0.6616,0,перевод в другой отдел,retail
102069,55.1,SPB,74457.02,34448.78,mobile,risk,2024-10-07,false,0.6564,0,повторное обращение,retail
102070,19.3,MSK,43772.96,7555.09,mobile,growth,2024-09-13,false,0.8809,0,клиент не отвечает,sme
102071,46.8,NSK,125414.33,12080.1,web,ml,2025-03-20,false,0.2783,0,повторное обращение,corporate
1164,39.4,KZN,80150.38,6438.56,web,risk,2025-03-24,true,0.5102,0,клиент не отвечает,retail
102073,47.1,UNKNOWN,28942.65,7419.43,web,growth,2025-09-29,true,0.529,0,заявка принята,corporate
102074,50.7,NSK,,9108.61,mobile,legal,2024-07-21,true,0.6869,0,клиент не отвечает,retail
102075,45.8,OTHER_17,53152.65,10736.12,partner,sales,2024-09-24,false,0.6844,0,,corporate
102076,53.5,MSK,60513.13,12262.12,mobile,ml,2024-09-07,false,0.6389,0,клиент не отвечает,sme
102077,29.8,MSK,34997.2,6555.42,web,legal,2025-08-19,false,0.4611,0,перевод в другой отдел,corporate
102078,39.6,MSK,74332.6,8864.03,offline,risk,2025-04-26,false,0.6819,0,перевод в другой отдел,retail
2843,38.4,MSK,,3599.07,mobile,risk,2025-12-20,true,0.3908,0,документы на проверке,retail
102080,33.8,MSK,53915.43,6410.71,web,ops,2026-04-11,false,0.5565,0,клиент не отвечает,corporate
102081,52.8,MSK,,8367.6,mobile,support,2025-01-12,true,0.5881,0,клиент не отвечает,retail
102082,55.2,MSK,52588.96,10991.5,mobile,risk,2025-03-28,false,0.2226,0,,sme
102083,17.1,EKB,92462.55,4012.57,offline,risk,2025-07-10,false,0.4092,0,,corporate
102084,56.7,SPB,48535.05,3834.98,offline,growth,2025-07-13,true,0.5083,0,документы на проверке,retail
102085,28.9,MSK,81717.39,2680.46,web,ops,2025-07-29,true,0.6838,0,перевод в другой отдел,sme
2332,50.8,UNKNOWN,66813.1,5155.45,partner,support,2026-03-12,true,0.5504,0,перевод в другой отдел,corporate
102087,42.6,KZN,112351.33,22625.83,partner,growth,2024-07-31,false,0.5159,0,заявка принята,corporate
102088,69.6,MSK,49974.57,16011.53,mobile,sales,2026-04-09,false,0.5572,0,,corporate
102089,42.2,UNKNOWN,39295.67,2146.38,partner,ops,2025-09-12,true,0.7222,0,документы на проверке,corporate
102090,40.5,MSK,77387.38,50846.69,offline,ml,2024-08-27,true,0.6182,0,перевод в другой отдел,sme
102091,36.8,SPB,155163.78,3599.18,mobile,growth,2025-01-18,true,0.2963,0,повторное обращение,retail
102092,27.3,UNKNOWN,48316.9,8812.47,web,ml,2025-02-27,true,0.571,0,перевод в другой отдел,retail
870,33.7,SPB,42816.22,7299.02,mobile,ops,2025-01-16,false,0.9081,0,документы на проверке,corporate
102094,43.6,KZN,76122.27,2096.97,partner,ops,2026-03-23,true,0.7699,0,перевод в другой отдел,retail
102095,49.3,SPB,59311.64,9395.45,mobile,risk,2025-03-29,false,0.6159,0,заявка принята,sme
102096,33.4,SPB,52980.65,1870.9,web,risk,2025-09-16,true,0.7386,0,клиент не отвечает,retail
